compound-id	smiles
tpp-1jsc	[CH3:40][c:39]1[c:20]([s:19][cH:18][n+:17]1[CH2:14][c:3]2[cH:2][n:1][c:9]([n:8][c:4]2[NH2:5])[CH3:10])[CH2:21][CH2:24][O:27][P@:28](=[O:29])([OH:37])[O:30][P:31](=[O:32])([OH:33])[OH:35]
tpp-1ngs	Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCO[P@](=O)(O)OP(=O)(O)O
tpp-1pvd	Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCO[P@](=O)(O)OP(=O)(O)O
tpp-1qpb	Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCO[P@@](=O)(O)OP(=O)(O)O
tpp-1trk	Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCO[P@@](=O)(O)OP(=O)(O)O
tpr-1f4e	Cc1ccc(cc1)S(=O)(=O)[N@]2CCC[C@@H]2C(=O)O
tps-1bnw	c1cc(sc1)CNS(=O)(=O)c2ccc(s2)S(=O)(=O)N
tpv-1d4s	[CH3:28][CH2:27][CH2:24][C@:6]1([CH2:5][C:4](=[C:3]([C:2](=[O:71])[O:1]1)[C@@H:36]([CH2:38][CH3:39])[c:43]2[cH:44][cH:46][cH:47][c:48]([cH:49]2)[NH:51][S:52](=[O:66])(=[O:67])[c:53]3[cH:54][cH:56][c:57]([cH:58][n:60]3)[C:61]([F:62])([F:63])[F:64])[OH:34])[CH2:7][CH2:8][c:9]4[cH:10][cH:12][cH:14][cH:15][cH:17]4
tpx-1e34	[CH3:38][CH2:36][C@H:4]([CH:1]=[O:3])[C@@H:6]([CH2:12][NH:13][S:14](=[O:31])(=[O:32])[c:15]1[cH:16][cH:17][c:18]([cH:23][cH:24]1)[CH3:19])[C:7](=[O:8])[OH:9]
tq3-1ia1	c1ccc(cc1)Sc2cccc3c2c(nc(n3)N)N
tq4-1ia2	Cc1ccc(cc1)Sc2cccc3c2c(nc(n3)N)N
tq5-1ia3	CC(C)(C)c1ccc(cc1)Sc2cccc3c2c(nc(n3)N)N
tq6-1ia4	c1cc2c(c(c1)Sc3ccc(cc3)N4CCOCC4)c(nc(n2)N)N
trs-1gka	[CH2:294]([C:294]([CH2:294][OH:295])([CH2:294][OH:295])[NH2:295])[OH:295]
ts5-1i5g	[CH2:118]([CH2:118][CH2:118][NH:117][CH2:118][CH2:117][CH2:117][NH:117][C:117](=[O:117])[CH2:117][NH:117][C:116](=[O:116])[C@H:116]([CH2:117][SH:117])[NH:116][C:116](=[O:116])[CH2:116][CH2:116][C@@H:115]([C:115](=[O:116])[OH:116])[NH2:115])[CH2:118][NH2:118]
tsn-1c3r	[CH3:11][C@H:10](\[CH:8]=[C:7](/[CH3:37])\[CH:5]=[CH:4]\[C:3](=[O:42])[NH:2][OH:1])[C:16](=[O:36])[c:17]1[cH:18][cH:19][c:20]([cH:21][cH:23]1)[N:25]([CH3:26])[CH3:30]
txl-1ia0	[CH3:953][C@H:953]1[C@H:953]([CH2:953][C@:952]2([C@H:952]([C@H:952]3[C@@:952]([C@H:952]([CH2:952][C@@H:952]4[C@:952]3([CH2:954][O:954]4)[O:954][C:957](=[O:957])[CH3:957])[OH:954])([C:952](=[O:954])[C@@H:953]([C@@H:953]1[C:953]2([CH3:953])[CH3:953])[OH:954])[CH3:953])[O:954][C:956](=[O:956])[c:957]5[cH:957][cH:957][cH:957][cH:957][cH:957]5)[OH:954])[O:954][C:954](=[O:955])[C@@H:955]([C@H:955]([c:955]6[cH:955][cH:955][cH:955][cH:955][cH:955]6)[NH:956][C:956](=[O:956])[O:956][C:956]([CH3:956])([CH3:956])[CH3:956])[OH:955]
tyl-1tyl	CC(=O)Nc1ccc(cc1)O
tyl-1tym	CC(=O)Nc1ccc(cc1)O
u01-1upj	CC(C)[C@@H](c1ccc(cc1)Br)c2c(c3ccccc3oc2=O)O
u55-1jsv	c1cc(ccc1Nc2cc(ncn2)N)S(=O)(=O)N
uc1-1ljg	Cc1c(cco1)C(=S)Nc2ccc(c(c2)OCC=C(C)C)Cl
uc1-1rt4	Cc1c(cco1)C(=S)Nc2ccc(c(c2)OCC=C(C)C)Cl
uc1-1s1t	Cc1c(cco1)C(=S)Nc2ccc(c(c2)OCC=C(C)C)Cl
uc1-1s1w	Cc1c(cco1)C(=S)Nc2ccc(c(c2)OCC=C(C)C)Cl
uc2-1rt5	Cc1c(cco1)C(=S)Nc2ccc(c(c2)\C=N\OC(C)(C)C)Cl
uc3-1rt6	CC(C)OC(=O)c1cc(ccc1Cl)NC(=S)OC(C)C
uc4-1rt7	CC1=C(SCCO1)C(=O)Nc2ccc(c(c2)C(=O)OC(C)C)Cl
ucn-1nvq	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)N[C@@H]8O)NC)OC
ucn-1okz	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)N[C@@H]8O)NC)OC
ucn-1pkd	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)N[C@@H]8O)NC)OC
ukp-1f92	CC(C)c1cc(c(c(c1)C(C)C)S(=O)(=O)N[C@@H](Cc2cccc(c2)C(=N)N)C(=O)N3CCN(CC3)C(=O)CCN)C(C)C
um3-2rnf	c1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CO)OP(=O)(O)O
un4-1h0v	c1[nH]c2c(n1)c(nc(n2)N)OC[C@H]3CCC(=O)N3
vdx-1db1	[CH3:201][C@H:201]([CH2:201][CH2:201][CH2:201][C:202]([CH3:202])([CH3:202])[OH:199])[C@H:201]1[CH2:201][CH2:201][C@@H:200]\2[C@@:200]1([CH2:200][CH2:200][CH2:200]/[C:200]2=[CH:200]\[CH:200]=[C:200]/3\[CH2:199][C@H:199]([CH2:199][C@@H:199]([C:200]3=[CH2:201])[OH:202])[OH:199])[CH3:201]
vs2-1f2a	c1ccc(cc1)CC[C@@H](CCS(=O)(=O)Cc2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OCc4ccccc4
vs4-1f2c	CN1CCN(CC1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCc3ccccc3)CCS(=O)(=O)NOCc4ccccc4
w02-1qjx	Cc1cc(cc(c1OCCCc2cc(no2)C)C)[n+]3nc([nH]n3)C
w03-1qjy	Cc1cc(cc(c1OCCCc2cc(no2)C)C)c3coc(n3)C
w11-1c8m	Cc1cc(cc(c1OCCCc2cc(no2)C)C)c3nc(on3)C(F)(F)F
wrb-1dg7	CC1(NC(=N)N=C(N1OCCCOc2ccc(cc2)Br)N)C
xk2-1hvr	c1ccc(cc1)C[C@@H]2[C@@H]([C@H]([C@H](N(C(=O)N2Cc3ccc4ccccc4c3)Cc5ccc6ccccc6c5)Cc7ccccc7)O)O
xlc-1mq5	CN1CCN(CC1)Cc2csc(c2Cl)C(=O)Nc3ccc(cc3C(=O)Nc4ccc(cc4)Cl)Cl
xld-1mq6	CN(Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl)C4=NCCO4
xyp-1gny	[CH2:64]1[C@H:60]([C@@H:57]([C@H:54]([C@@H:52]([O:66]1)[O:51][C@@H:41]2[CH2:39][O:38][C@H:37]([C@@H:45]([C@H:42]2[OH:43])[OH:47])[O:36][C@@H:30]3[CH2:32][O:33][C@H:25]([C@@H:26]([C@H:27]3[OH:28])[OH:74])[O:24][C@@H:14]4[CH2:12][O:11][C@H:10]([C@@H:16]([C@H:15]4[OH:20])[OH:18])[O:9][C@@H:8]5[CH2:80][O:83][C@H:2]([C@@H:3]([C@H:4]5[OH:5])[OH:85])[OH:1])[OH:55])[OH:58])[OH:61]
_y3-1a5w	CC(=O)Nc1cc(cc2c1c(cc(c2)S(=O)(=O)O)O)S(=O)(=O)O
_y3-1a5x	CC(=O)Nc1cc(cc2c1c(cc(c2)S(=O)(=O)O)O)S(=O)(=O)O
yz9-1gcz	CCOC(=O)c1cc2ccc(cc2oc1=O)O
z34-1fjs	[H]\N=C(/c1ccc(c(c1)Oc2c(c(c(c(n2)Oc3cccc(c3)c4nccn4C)F)N(C)CC(=O)O)F)O)\N
ztw-1gwq	c1cc(ccc1c2cc3ccc(cc3s2)O)O
zya-1aim	C[C@@H](C(=O)C)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)OCc2ccccc2
